TS|(Arduino),TS|(Rpi),CH4|MQ1|description MQ1,CO|MQ2|description MQ2,Gen|MQ3|description MQ3,Alcohol|MQ4|description MQ4,NH3|MQ5|description MQ5,Comb|MQ6|description MQ6,SCD time|SCD41|description SCD41,ppm CO2|SCD41|description SCD41,C|SCD41|description SCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41,Session
2023-07-29 18:09:04.937,2023-07-29 18:09:05.037,188.98,124.33,113.87,442.64,116.48,304.77,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:05.037,2023-07-29 18:09:05.137,112.15,127.66,159.6,484.32,151.05,388.5,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:05.137,2023-07-29 18:09:05.237,119.68,137.32,164.42,440.89,184.3,330.28,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:05.238,2023-07-29 18:09:05.337,191.22,112.63,187.53,475.53,147.23,371.62,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:05.338,2023-07-29 18:09:05.438,115.46,182.98,163.06,412.07,107.27,313.92,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:05.438,2023-07-29 18:09:05.538,170.83,158.9,121.73,435.36,123.16,316.85,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:05.539,2023-07-29 18:09:05.638,199.43,197.69,111.39,494.25,123.92,306.76,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:05.639,2023-07-29 18:09:05.738,190.49,149.62,179.13,467.76,194.69,383.07,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:05.739,2023-07-29 18:09:05.839,118.4,161.76,163.19,427.87,148.56,389.37,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:05.839,2023-07-29 18:09:05.939,151.15,199.44,140.55,439.47,116.24,355.32,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:05.939,2023-07-29 18:09:06.039,106.14,149.66,168.77,411.24,119.95,349.17,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:06.040,2023-07-29 18:09:06.139,118.58,162.74,122.43,487.19,184.35,311.41,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:06.140,2023-07-29 18:09:06.240,193.22,122.37,119.19,416.87,155.1,359.26,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:06.240,2023-07-29 18:09:06.340,117.85,127.73,150.16,488.92,107.11,378.28,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:06.340,2023-07-29 18:09:06.440,154.14,162.33,166.12,473.13,185.68,392.47,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:06.441,2023-07-29 18:09:06.541,122.12,179.01,185.84,416.0,198.27,324.51,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:06.541,2023-07-29 18:09:06.641,166.63,161.18,124.01,468.95,186.86,396.51,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:06.641,2023-07-29 18:09:06.741,130.21,181.97,170.13,477.95,102.77,306.74,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:06.742,2023-07-29 18:09:06.842,138.74,105.5,134.8,408.35,137.14,308.25,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:06.842,2023-07-29 18:09:06.942,115.65,170.8,156.23,405.7,168.92,387.1,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:06.942,2023-07-29 18:09:07.042,104.65,148.32,167.86,485.35,147.99,335.34,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:07.043,2023-07-29 18:09:07.142,163.25,163.94,132.46,446.84,177.8,388.76,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:07.143,2023-07-29 18:09:07.243,166.31,127.92,183.14,409.92,158.15,300.6,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:07.243,2023-07-29 18:09:07.343,111.23,136.18,153.36,426.15,164.77,324.02,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:07.344,2023-07-29 18:09:07.443,169.64,141.54,184.87,484.13,125.96,328.43,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:07.444,2023-07-29 18:09:07.544,198.01,175.29,168.41,453.11,170.5,302.06,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:07.544,2023-07-29 18:09:07.644,193.21,109.08,161.13,488.41,178.05,368.4,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:07.644,2023-07-29 18:09:07.744,130.4,124.78,187.65,426.08,109.51,340.91,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:07.745,2023-07-29 18:09:07.845,199.4,195.19,177.94,456.09,142.93,376.7,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:07.845,2023-07-29 18:09:07.945,152.53,132.85,131.11,497.98,105.21,383.19,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:07.945,2023-07-29 18:09:08.045,197.33,150.9,196.19,411.34,147.29,390.83,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:08.045,2023-07-29 18:09:08.145,191.37,159.35,150.99,429.29,101.98,323.38,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:08.146,2023-07-29 18:09:08.246,126.48,149.93,147.28,474.67,127.38,381.11,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:08.246,2023-07-29 18:09:08.346,173.68,192.24,185.77,432.11,103.35,380.14,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:08.346,2023-07-29 18:09:08.446,166.78,157.33,171.69,467.42,128.04,316.31,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:08.447,2023-07-29 18:09:08.547,119.33,172.67,166.78,486.38,153.11,320.09,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:08.547,2023-07-29 18:09:08.647,136.0,121.7,138.4,497.6,151.33,305.49,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:08.647,2023-07-29 18:09:08.747,197.27,107.48,189.01,481.91,167.97,368.78,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:08.748,2023-07-29 18:09:08.848,159.96,192.6,120.71,457.25,155.3,365.27,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:08.848,2023-07-29 18:09:08.948,166.21,117.47,157.73,444.63,111.21,328.47,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:08.949,2023-07-29 18:09:09.048,105.99,184.77,129.53,416.28,163.56,307.77,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:09.049,2023-07-29 18:09:09.149,151.82,176.87,158.2,462.1,140.54,332.5,2023-07-29 18:09:04.238,137.79,31.7,1690646944.238233,149.27,1690646944.238233,2023-07-29 18:07:51
2023-07-29 18:09:09.149,2023-07-29 18:09:09.249,144.6,171.52,127.16,422.76,118.87,323.31,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:09.250,2023-07-29 18:09:09.350,174.48,182.61,178.23,485.01,156.47,321.76,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:09.350,2023-07-29 18:09:09.450,175.6,199.22,147.2,430.58,144.63,370.74,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:09.450,2023-07-29 18:09:09.550,101.28,172.4,179.25,475.29,136.23,387.12,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:09.551,2023-07-29 18:09:09.650,166.65,109.28,176.18,489.29,165.0,318.15,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:09.651,2023-07-29 18:09:09.751,175.78,190.96,175.54,407.41,152.65,341.48,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:09.751,2023-07-29 18:09:09.851,157.86,154.93,194.8,432.07,120.52,356.57,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:09.851,2023-07-29 18:09:09.951,199.01,113.9,165.72,411.04,160.81,360.49,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:09.952,2023-07-29 18:09:10.052,185.66,187.67,169.56,438.38,138.95,349.15,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:10.052,2023-07-29 18:09:10.152,153.14,150.87,168.59,404.21,110.61,397.88,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:10.152,2023-07-29 18:09:10.252,128.49,119.44,135.95,496.38,194.46,389.95,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:10.253,2023-07-29 18:09:10.353,135.04,171.32,176.67,437.07,113.76,310.77,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:10.353,2023-07-29 18:09:10.453,191.23,181.47,103.88,498.64,141.61,368.01,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:10.453,2023-07-29 18:09:10.553,121.45,129.44,165.34,483.1,183.12,333.07,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:10.553,2023-07-29 18:09:10.653,119.65,178.32,157.69,422.41,167.71,356.93,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:10.654,2023-07-29 18:09:10.753,166.86,177.07,143.99,451.11,105.12,322.42,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:10.754,2023-07-29 18:09:10.854,175.3,183.53,145.27,404.83,115.54,376.83,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:10.854,2023-07-29 18:09:10.954,144.71,140.35,125.44,491.5,136.67,362.47,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:10.955,2023-07-29 18:09:11.054,185.07,181.74,186.57,475.78,156.62,387.54,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:11.055,2023-07-29 18:09:11.155,178.44,169.82,135.9,482.45,143.7,305.84,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:11.155,2023-07-29 18:09:11.255,134.06,125.44,126.73,452.35,118.07,389.37,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:11.255,2023-07-29 18:09:11.355,154.67,188.66,196.61,401.06,104.6,367.16,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:11.356,2023-07-29 18:09:11.455,110.91,178.29,177.42,452.19,148.48,361.22,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:11.456,2023-07-29 18:09:11.556,166.63,106.49,197.69,463.07,135.62,388.01,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:11.556,2023-07-29 18:09:11.656,154.57,168.36,189.44,477.85,194.21,368.73,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:11.656,2023-07-29 18:09:11.756,115.98,117.5,103.23,436.45,127.55,360.57,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:11.757,2023-07-29 18:09:11.857,163.17,118.44,179.59,448.63,136.11,372.24,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:11.857,2023-07-29 18:09:11.957,106.05,158.43,170.07,490.71,162.12,313.54,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:11.957,2023-07-29 18:09:12.057,163.28,133.19,163.67,459.18,156.08,389.99,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:12.057,2023-07-29 18:09:12.157,108.62,187.38,149.25,487.55,116.71,398.35,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:12.158,2023-07-29 18:09:12.258,168.08,100.58,175.35,499.1,122.86,312.76,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:12.258,2023-07-29 18:09:12.358,162.98,161.67,135.45,447.96,179.63,358.89,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:12.358,2023-07-29 18:09:12.458,185.73,156.93,157.71,445.15,142.94,353.92,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:12.459,2023-07-29 18:09:12.558,163.34,122.85,193.77,449.93,100.54,316.5,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:12.559,2023-07-29 18:09:12.658,196.88,159.68,193.05,425.61,166.92,355.91,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:12.659,2023-07-29 18:09:12.759,114.85,163.15,194.4,465.67,182.16,347.03,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:12.759,2023-07-29 18:09:12.859,190.2,138.62,131.24,483.73,182.86,394.26,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:12.859,2023-07-29 18:09:12.959,181.66,141.48,138.87,448.95,137.89,320.69,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:12.960,2023-07-29 18:09:13.059,103.42,154.56,148.95,480.85,136.84,362.63,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:13.060,2023-07-29 18:09:13.160,187.29,158.11,139.14,413.82,196.93,301.83,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:13.160,2023-07-29 18:09:13.260,110.61,134.67,147.22,445.47,167.24,311.94,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:13.260,2023-07-29 18:09:13.360,145.81,179.23,183.02,404.11,121.05,387.48,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:13.361,2023-07-29 18:09:13.461,190.3,164.69,161.94,404.51,122.1,315.09,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:13.461,2023-07-29 18:09:13.561,109.5,182.79,118.78,467.56,193.95,315.54,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:13.561,2023-07-29 18:09:13.661,127.45,168.0,119.53,461.93,192.41,368.23,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:13.661,2023-07-29 18:09:13.761,170.28,190.7,164.14,473.43,179.38,311.13,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:13.762,2023-07-29 18:09:13.861,126.7,140.81,112.13,440.12,191.12,300.73,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:13.862,2023-07-29 18:09:13.962,108.38,119.8,164.53,489.63,102.57,385.55,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:13.962,2023-07-29 18:09:14.062,125.88,165.42,188.57,485.48,142.21,350.89,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:14.062,2023-07-29 18:09:14.162,104.22,182.11,169.53,428.57,182.53,394.21,2023-07-29 18:09:09.238,138.14,35.7,1690646949.238786,118.47,1690646949.238786,2023-07-29 18:07:51
2023-07-29 18:09:14.163,2023-07-29 18:09:14.262,150.23,120.92,138.72,404.16,103.07,306.27,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:14.263,2023-07-29 18:09:14.363,190.29,104.1,193.79,461.78,174.54,303.71,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:14.363,2023-07-29 18:09:14.463,120.1,197.34,164.31,452.31,165.58,323.46,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:14.464,2023-07-29 18:09:14.563,174.01,187.26,158.92,477.42,173.09,378.46,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:14.564,2023-07-29 18:09:14.664,194.38,130.74,187.03,488.93,113.64,355.65,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:14.665,2023-07-29 18:09:14.764,142.96,147.07,117.21,417.72,142.74,323.65,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:14.765,2023-07-29 18:09:14.865,138.54,111.18,116.42,456.65,191.7,332.02,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:14.865,2023-07-29 18:09:14.965,163.48,160.65,153.76,463.78,105.1,324.27,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:14.965,2023-07-29 18:09:15.065,125.91,162.32,157.5,452.17,171.12,377.16,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:15.066,2023-07-29 18:09:15.165,104.65,109.92,179.67,449.53,145.75,312.46,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:15.166,2023-07-29 18:09:15.266,190.82,139.15,161.07,415.52,161.23,370.86,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:15.266,2023-07-29 18:09:15.366,171.5,172.67,134.97,423.75,157.14,379.27,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:15.366,2023-07-29 18:09:15.466,134.59,177.51,139.0,413.29,117.37,385.17,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:15.467,2023-07-29 18:09:15.566,196.02,114.76,184.91,401.76,164.38,392.82,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:15.567,2023-07-29 18:09:15.667,109.49,139.74,158.78,480.87,143.05,368.2,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:15.667,2023-07-29 18:09:15.767,115.19,160.53,128.91,412.89,199.39,393.3,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:15.767,2023-07-29 18:09:15.867,177.36,117.16,173.83,487.24,125.86,350.76,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:15.867,2023-07-29 18:09:15.967,183.04,112.9,158.39,409.41,155.36,314.18,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:15.968,2023-07-29 18:09:16.068,173.48,178.13,185.52,417.41,164.18,349.72,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:16.068,2023-07-29 18:09:16.168,198.59,115.89,199.84,490.76,120.92,331.56,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:16.168,2023-07-29 18:09:16.268,126.37,173.77,165.25,453.89,122.78,348.64,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:16.269,2023-07-29 18:09:16.368,159.7,167.55,193.02,439.89,173.56,387.13,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:16.369,2023-07-29 18:09:16.469,149.3,132.83,144.79,450.58,166.46,360.9,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:16.469,2023-07-29 18:09:16.569,138.97,106.18,100.69,441.22,119.46,385.6,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:16.569,2023-07-29 18:09:16.669,159.13,144.14,152.28,491.53,144.74,302.44,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:16.670,2023-07-29 18:09:16.769,170.13,173.18,132.95,457.5,131.97,392.0,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:16.770,2023-07-29 18:09:16.870,149.88,187.41,117.53,488.99,109.46,315.5,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:16.870,2023-07-29 18:09:16.970,144.32,192.42,135.93,478.56,143.57,330.52,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:16.970,2023-07-29 18:09:17.070,178.11,152.61,152.05,482.94,102.95,304.93,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:17.071,2023-07-29 18:09:17.170,194.45,117.24,101.04,482.3,131.15,378.44,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:17.171,2023-07-29 18:09:17.270,199.96,139.53,193.02,434.34,184.38,352.35,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:17.271,2023-07-29 18:09:17.371,162.59,133.76,169.17,488.52,163.77,316.83,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
2023-07-29 18:09:17.371,2023-07-29 18:09:17.471,172.83,197.2,165.44,413.1,102.24,339.32,2023-07-29 18:09:14.239,130.53,33.1,1690646954.239051,125.01,1690646954.239051,2023-07-29 18:07:51
